/* DATA DESCRIPTION:
Citation:	GTN-P (2015): Global Terrestrial Network for Permafrost metadata for permafrost boreholes (TSP). doi:10.1594/PANGAEA.842820, 
	In Supplement to: Biskaborn, Boris Kolumban; Lanckman, Jean-Pierre; Lantuit, Hugues; Elger, Kirsten; Streletskiy, Dmitry A; Cable, William L; Romanovsky, Vladimir E (2015): The new database of the Global Terrestrial Network for Permafrost (GTN-P). Earth System Science Data, 7(2), 245-259, doi:10.5194/essd-7-245-2015
Project(s):	Changing Permafrost in the Arctic and its Global Effects in the 21st Century (PAGE21) (URI: http://www.page21.eu)
	Global Terrestrial Network for Permafrost (GTN-P) (URI: http://gtnp.arcticportal.org)
Coverage:	MEDIAN LATITUDE: 53.120709 * MEDIAN LONGITUDE: -8.957127 * SOUTH-BOUND LATITUDE: -77.851600 * WEST-BOUND LONGITUDE: -170.498000 * NORTH-BOUND LATITUDE: 82.500000 * EAST-BOUND LONGITUDE: 171.944700
	MINIMUM ELEVATION: -20.0 m * MAXIMUM ELEVATION: 5069.0 m
Parameter(s):	Identification (ID) * PI: Biskaborn, Boris Kolumban (ORCID: 0000-0003-2378-0348) * COMMENT: Borehole ID
	Name (Name) * PI: Biskaborn, Boris Kolumban (ORCID: 0000-0003-2378-0348) * COMMENT: of borehole
	Permafrost Zone (Permafrost Zone) * PI: Biskaborn, Boris Kolumban (ORCID: 0000-0003-2378-0348)
	Country (Country) * PI: Biskaborn, Boris Kolumban (ORCID: 0000-0003-2378-0348)
	Latitude of event (Latitude)
	Longitude of event (Longitude)
	Borehole depth [m] (BHD) * PI: Biskaborn, Boris Kolumban (ORCID: 0000-0003-2378-0348)
	Vegetation type (Vegetation type) * PI: Biskaborn, Boris Kolumban (ORCID: 0000-0003-2378-0348) * METHOD: Visual description * COMMENT: raw
	Vegetation type (Vegetation type) * PI: Biskaborn, Boris Kolumban (ORCID: 0000-0003-2378-0348) * COMMENT: standardized
	Slope [deg] (Slope) * PI: Biskaborn, Boris Kolumban (ORCID: 0000-0003-2378-0348) * COMMENT: standardized
	Aspect [deg] (Aspect) * PI: Biskaborn, Boris Kolumban (ORCID: 0000-0003-2378-0348) * COMMENT: standardized
	Slope [deg] (Slope) * PI: Biskaborn, Boris Kolumban (ORCID: 0000-0003-2378-0348) * METHOD: Calculated with Digital Elevation Model (DEM)
	Aspect [deg] (Aspect) * PI: Biskaborn, Boris Kolumban (ORCID: 0000-0003-2378-0348) * METHOD: Calculated with Digital Elevation Model (DEM)
	Comment (Comment) * PI: Biskaborn, Boris Kolumban (ORCID: 0000-0003-2378-0348) * COMMENT: Possible source of heat distrurbance at site 1
	Comment (Comment) * PI: Biskaborn, Boris Kolumban (ORCID: 0000-0003-2378-0348) * COMMENT: Possible source of heat distrurbance at site 2
	Accessibility (Accessibility) * PI: Biskaborn, Boris Kolumban (ORCID: 0000-0003-2378-0348) * COMMENT: of site
	Completeness [%] (Completeness) * PI: Biskaborn, Boris Kolumban (ORCID: 0000-0003-2378-0348) * COMMENT: of filled in metadata fields
	Principle investigator (PI) * PI: Biskaborn, Boris Kolumban (ORCID: 0000-0003-2378-0348) * COMMENT: Name and e-mail of the responsible person
License:	Creative Commons Attribution 3.0 Unported (CC-BY)
Size:	11360 data points
*/
ID	Name	Permafrost Zone	Country	Latitude	Longitude	BHD [m]	Vegetation type (Visual description)	Vegetation type (standardized)	Slope [deg] (standardized)	Aspect [deg] (standardized)	Slope [deg] (Calculated with Digital Eleva...)	Aspect [deg] (Calculated with Digital Eleva...)	Comment (Possible source of heat distr...)	Comment (Possible source of heat distr...)	Accessibility	Completeness [%]	PI
55	Umaybyt 20	Continuous	Russia	61.4288	128.8494	20.00	Coniferous Forest	Coniferous Forest			1.3	312.8				66	Pavel Konstantinov (Konstantinov@mpi.ysn.ru)
56	Gruvefjellet	Continuous	Svalbard	78.1966	15.6434	5.00	Tundra	Tundra			13.0	52.1			Walking	69	Hanne Hvidtfeldt Christiansen (hanne.christiansen@unis.no)
57	Kapp Linne 1	Continuous	Svalbard	78.0566	13.6415	30.00	No vegetation	No Vegetation	0.0		0.8	306.0	Lake		Boat	76	Hanne Hvidtfeldt Christiansen (hanne.christiansen@unis.no)
58	NA-B-1 Ny-Ålesund	Continuous	Svalbard	78.9219	11.9221	10.00	Tundra	Tundra			3.8	14.2			Road	69	Hanne Hvidtfeldt Christiansen (hanne.christiansen@unis.no)
59	Janssonhaugen P11	Continuous	Svalbard	78.1788	16.4718	15.00		Tundra	0.0		11.8	335.3			snowmobile and helicopter	76	Ketil Isaksen (ketil.isaksen@met.no)
60	Larsbreen	Continuous	Svalbard	78.1926	15.5984	12.00	No vegetation	No Vegetation			22.2	266.5			Walking	66	Hanne Hvidtfeldt Christiansen (hanne.christiansen@unis.no)
61	Innerhytte pingo	Continuous	Svalbard	78.1867	16.3235	21.00	No vegetation	No Vegetation			1.9	346.7	River. The pingo is situated in the riverbed of Adventelva		Snow scooter	69	Hanne Hvidtfeldt Christiansen (hanne.christiansen@unis.no)
62	Breinosa (E-2009)	Continuous	Svalbard	78.1416	16.0626	334.80		No Vegetation			6.6	257.3			Walking	59	Hanne Hvidtfeldt Christiansen (hanne.christiansen@unis.no)
63	Endalen PYRN	Continuous	Svalbard	78.1902	15.7816	20.00	Lichens	Tundra			13.5	82.5			Road	66	Hanne Hvidtfeldt Christiansen (hanne.christiansen@unis.no)
64	Deadhorse	Continuous	United States	70.1613	-148.4653	61.00	Tundra, grass, patterned ground	Tundra			0.7	251.9			Road	71	Vladimir E. Romanowsky (veromanovsky@alaska.edu)
65	Ivotuk 3	Continuous	United States	68.4789	-155.7381	1.00		Shrub Tundra			1.3	224.5				40	Vladimir E. Romanowsky (veromanovsky@alaska.edu)
66	LF-B-1 Lunckefjell (20-2009)	Continuous	Svalbard	78.0225	16.7355	90.00	No vegetation	No Vegetation			40.0	210.0			Helicopter	57	Hanne Hvidtfeldt Christiansen (hanne.christiansen@unis.no)
67	Campbell Lake 1	Continuous	Canada	68.2440	-133.0960	4.60		Forest Tundra			0.2	353.9				40	Sharon Smith (ssmith@nrcan.gc.ca)
68	CD100	Discontinuous	Canada	68.3497	-134.8478	20.30		Forest Tundra			0.0	-1.0				38	Julian Kanigan (julian.kanigan@inac.gc.ca)
69	Bolvansky 59	Continuous	Russia	68.2888	54.4955	12.00		Tundra			1.1	310.9				42	Galina Malkova (galina_malk@mail.ru)
70	Bolvansky 65	Continuous	Russia	68.2881	54.5171	12.00		Tundra			2.1	33.1				42	Galina Malkova (galina_malk@mail.ru)
71	Bolvansky 83	Continuous	Russia	68.2889	54.4865	12.00		Tundra			2.9	226.1				42	Galina Malkova (galina_malk@mail.ru)
72	Hill Lake 1	Continuous	Canada	67.9889	-132.4906	5.00		Forest Tundra			1.5	246.9				40	Sharon Smith (ssmith@nrcan.gc.ca)
73	Hill Lake 2	Continuous	Canada	67.9888	-132.4899	4.25		Forest Tundra			2.2	235.1				40	Sharon Smith (ssmith@nrcan.gc.ca)
74	Ivotuk 4	Continuous	United States	68.4810	-155.7395	1.00		Tundra			1.5	211.7				40	Vladimir E. Romanowsky (veromanovsky@alaska.edu)
75	Herschel Island 1	Continuous	Canada	69.5755	-138.8608	28.50		Tundra			0.0	-1.0				38	Chris R. Burn (crburn@ccs.carleton.ca)
76	KC-07	Discontinuous	Canada	69.3138	-135.2487	28.00		Tundra			0.0	-1.0				38	Sharon Smith (ssmith@nrcan.gc.ca)
77	Involuted Hill IH88-1	Continuous	Canada	69.4736	-132.6286	35.00	Shrub Tundra	Shrub Tundra			0.5	23.4	Anthropogenic: destruction of vegetation within 1 meter of casing by fuel oil, subsequent subsidence of the surface about 30 cm		Helicopter or snowmobile	71	Mark Nixon (mnixon@gsc.nrcan.gc.ca)
78	Lousy Point 216-86-505	Continuous	Canada	69.2176	-134.2850	30.00	Shrub Tundra	Shrub Tundra	0.0		0.2	96.5		no disturbance	Helicopter or snowmobile. Winter road	73	Mark Nixon (mnixon@gsc.nrcan.gc.ca)
79	PACE/Tarfala 1	Continuous	Sweden	67.9168	18.6338	100.00		Shrub Tundra	3.0	247.5	26.4	208.3				57	Per Holmlund (per.holmlund@natgeo.su.se)
80	PACE/Tarfala 2	Continuous	Sweden	67.9167	18.6335	15.00		Shrub Tundra	3.0	247.5	26.4	208.3				57	Per Holmlund (per.holmlund@natgeo.su.se)
82	Barrow 3 (Barrow road)	Continuous	United States	71.3217	-156.6714	4.60		Polar Desert			0.0	-1.0				38	Vladimir E. Romanowsky (veromanovsky@alaska.edu)
83	Bykovsky Peninsula (alas) IV_04*	Continuous	Russia	71.7402	129.3703	14.00		Tundra			2.3	302.7				40	Alexander L. Kholodov (akholodov@gi.alaska.edu)
84	Bykovsky Peninsula (edoma) 11_03*	Continuous	Russia	71.7398	129.3506	25.00		Tundra			1.1	193.3				40	Alexander L. Kholodov (akholodov@gi.alaska.edu)
85	Campbell Lake 2	Continuous	Canada	68.2429	-133.0942	5.00		Forest Tundra			0.2	40.6				40	Sharon Smith (ssmith@nrcan.gc.ca)
86	Campbell Lake 3	Continuous	Canada	68.2436	-133.0956	3.00		Forest Tundra			0.2	353.9				40	Sharon Smith (ssmith@nrcan.gc.ca)
87	Deadhorse 1 (surface)	Continuous	United States	70.1615	-148.4656	1.00		Tundra			0.7	251.9				38	Vladimir E. Romanowsky (veromanovsky@alaska.edu)
88	Deadhorse 2 (new instrumentation)	Continuous	United States	70.1617	-148.4651	1.00		Tundra			0.7	251.9				38	Vladimir E. Romanowsky (veromanovsky@alaska.edu)
89	Sagwon MAT	Continuous	United States	69.4285	-148.7001	1.00		Tundra			4.9	121.8				33	Doug L. Kane (dlkane@alaska.edu)
90	Wainwright 1	Continuous	United States	70.6446	-160.0223	38.00		Other			1.9	101.1				42	Vladimir E. Romanowsky (veromanovsky@alaska.edu)
91	Wainwright 2	Continuous	United States	70.6440	-160.0229	38.00		Other			1.9	101.1				40	Kenji Yoshikawa (kyoshikawa@alaska.edu)
92	Nadym Peatland	Discontinuous	Russia	65.2994	72.8862	10.00		Other			0.5	315.5				45	Natalia Moskalenko (nat-moskalenko@hotmail.com)
93	Howe Island 1_b	Continuous	United States	70.3152	-147.9932	1.00		Tundra			0.0	-1.0				33	Vladimir E. Romanowsky (veromanovsky@alaska.edu)
94	Howe Island 1_ib	Continuous	United States	70.3152	-147.9932	1.00		Polar Desert			0.0	-1.0				33	Vladimir E. Romanowsky (veromanovsky@alaska.edu)
95	Happy Valley 1_b	Continuous	United States	69.1466	-148.8484	1.00		Tundra			2.9	252.5				40	Vladimir E. Romanowsky (veromanovsky@alaska.edu)
96	Imnaviat 1 (deep)	Continuous	United States	68.6992	-149.3516	80.00		Tundra			4.8	185.9				40	Vladimir E. Romanowsky (veromanovsky@alaska.edu)
97	Toolik Lake 1	Continuous	United States	68.6280	-149.5954	92.00		Grassland			1.5	89.6				47	Vladimir E. Romanowsky (veromanovsky@alaska.edu)
98	Kapp Linne 2	Continuous	Svalbard	78.0546	13.6367	39.00	No vegetation	No Vegetation	0.0		0.7	301.2			Boat	66	Hanne Hvidtfeldt Christiansen (hanne.christiansen@unis.no)
99	Kapp Linne 3	Continuous	Svalbard	78.0532	13.6400	10.00	Moss	Polar Desert	0.0		0.7	283.2			Boat	69	Hanne Hvidtfeldt Christiansen (hanne.christiansen@unis.no)
100	Kapp Linne 4	Continuous	Svalbard	78.0579	13.7399	2.80		Polar Desert			2.1	254.4				38	Hanne Hvidtfeldt Christiansen (hanne.christiansen@unis.no)
101	Involuted Hill IH88-2	Continuous	Canada	69.4741	-132.6320	35.00	Shrub Tundra	Shrub Tundra	2.0	270.0	0.2	17.3	Edge of steep slope		Helicopter or snowmobile. Winter road	76	Mark Nixon (mnixon@gsc.nrcan.gc.ca)
102	Franklin Bluffs 1 (deep)	Continuous	United States	69.6741	-148.7208	60.00		Tundra	0.0		0.5	217.9			road	76	Vladimir E. Romanowsky (veromanovsky@alaska.edu)
103	Franklin Bluffs (dry)_b	Continuous	United States	69.6741	-148.7208	1.00		Tundra			0.5	217.9				40	Vladimir E. Romanowsky (veromanovsky@alaska.edu)
104	Franklin Bluffs (dry)_be	Continuous	United States	69.6741	-148.7208	1.00		Tundra			0.5	217.9				38	Vladimir E. Romanowsky (veromanovsky@alaska.edu)
105	Franklin Bluffs (dry)_ib	Continuous	United States	69.6741	-148.7208	1.00		Tundra			0.5	217.9				38	Vladimir E. Romanowsky (veromanovsky@alaska.edu)
106	Franklin Bluffs (surface)	Continuous	United States	69.6551	-148.7220	1.00		Tundra			0.4	159.5				40	Vladimir E. Romanowsky (veromanovsky@alaska.edu)
107	Franklin Bluffs (wet)_b	Continuous	United States	69.6551	-148.7220	1.00		Tundra			0.4	159.5				40	Vladimir E. Romanowsky (veromanovsky@alaska.edu)
108	Franklin Bluffs (wet)_ib	Continuous	United States	69.6551	-148.7220	1.00		Tundra			0.4	159.5				33	Vladimir E. Romanowsky (veromanovsky@alaska.edu)
109	Happy Valley 1 (deep)	Continuous	United States	69.1565	-148.8374	40.00		Tundra	0.0		0.3	239.0			road	69	Vladimir E. Romanowsky (veromanovsky@alaska.edu)
110	Happy Valley 1_ib	Continuous	United States	69.1466	-148.8483	1.00		Tundra			2.9	252.5				33	Vladimir E. Romanowsky (veromanovsky@alaska.edu)
111	Imnaviat 1 (surface)	Continuous	United States	68.6397	-149.3523	1.00		Tundra			1.6	81.5				35	Vladimir E. Romanowsky (veromanovsky@alaska.edu)
112	Imnaviat 2	Continuous	United States	68.6400	-149.3494	11.50		Tundra			5.5	212.7				35	Vladimir E. Romanowsky (veromanovsky@alaska.edu)
113	Imnaviat 3	Continuous	United States	68.6239	-148.3169	8.50		Other								35	Doug L. Kane (dlkane@alaska.edu)
114	Imnaviat 4	Continuous	United States	68.6239	-148.2836	8.50		Tundra								35	Doug L. Kane (dlkane@alaska.edu)
115	Kaktovik (ANWR / Barter)	Continuous	United States	70.1165	-143.6286	77.00		Tundra			0.9	325.0				45	Vladimir E. Romanowsky (veromanovsky@alaska.edu)
116	Sagwon MNT	Continuous	United States	69.4330	-148.6739	1.00		Tundra			0.9	156.6				38	Doug L. Kane (dlkane@alaska.edu)
117	West Dock 1 (deep)	Continuous	United States	70.3745	-148.5522	63.00	Tundra, grass, patterned ground	Tundra	0.0		0.9	206.4	?		road	78	Vladimir E. Romanowsky (veromanovsky@alaska.edu)
118	West Dock 1 (surface)	Continuous	United States	70.3745	-148.5522	1.00		Tundra			0.9	206.4				40	Vladimir E. Romanowsky (veromanovsky@alaska.edu)
119	CD101	Discontinuous	Canada	68.2970	-134.8223	18.80		Forest Tundra			0.0	-1.0				35	Julian Kanigan (julian.kanigan@inac.gc.ca)
120	CD102	Discontinuous	Canada	68.3696	-134.8379	20.00		Forest Tundra			0.0	-1.0				35	Julian Kanigan (julian.kanigan@inac.gc.ca)
121	CD103A	Discontinuous	Canada	68.2776	-135.0177	19.80		Forest Tundra			0.0	-1.0				35	Julian Kanigan (julian.kanigan@inac.gc.ca)
122	CD104	Discontinuous	Canada	68.2607	-134.8918	20.00		Forest Tundra			0.0	-1.0				38	Julian Kanigan (julian.kanigan@inac.gc.ca)
123	CD105	Discontinuous	Canada	68.3173	-134.6875	20.80		Forest Tundra			0.0	-1.0				35	Julian Kanigan (julian.kanigan@inac.gc.ca)
124	CD106	Discontinuous	Canada	68.7120	-134.3743	20.10		Forest Tundra			0.5	24.8				35	Julian Kanigan (julian.kanigan@inac.gc.ca)
125	CD107	Discontinuous	Canada	68.7379	-134.3296	20.40		Forest Tundra			0.8	172.1				35	Julian Kanigan (julian.kanigan@inac.gc.ca)
126	CD108	Discontinuous	Canada	68.7132	-134.3741	20.30		Forest Tundra			0.5	35.6				35	Julian Kanigan (julian.kanigan@inac.gc.ca)
127	CD109	Discontinuous	Canada	68.6578	-134.4890	20.00		Forest Tundra			0.0	-1.0				35	Julian Kanigan (julian.kanigan@inac.gc.ca)
128	CD110	Discontinuous	Canada	68.6458	-134.4197	20.00		Forest Tundra			0.0	-1.0				35	Julian Kanigan (julian.kanigan@inac.gc.ca)
129	CD111	Discontinuous	Canada	68.7253	-134.3201	20.00		Forest Tundra			0.5	207.7				35	Julian Kanigan (julian.kanigan@inac.gc.ca)
130	KUM02 SWIL	Discontinuous	Canada	69.6500	-135.2106	15.00		Other			0.0	-1.0				38	Steven Kokelj (kokeljsv@inac.gc.ca)
131	KUM02 TWIL	Discontinuous	Canada	69.6667	-135.2097	15.00		Other			0.0	-1.0				35	Steven Kokelj (kokeljsv@inac.gc.ca)
132	Lousy 1-91GSC6	Continuous	Canada	69.2408	-134.4408	30.00	Shrub Tundra	Shrub Tundra			1.5	69.8	Edge of steep slope		Helicopter or snowmobile. Winter Road	73	Mark Nixon (mnixon@gsc.nrcan.gc.ca)
133	Lousy 8-91GSC13	Continuous	Canada	69.2183	-134.2850	30.00	Shrub Tundra	Shrub Tundra	2.0	270.0	0.3	356.6	Steep bank		Helicopter or snowmobile. Winter Road	76	Mark Nixon (mnixon@gsc.nrcan.gc.ca)
134	M049007H-01	Discontinuous	Canada	69.1725	-136.0056	20.00		Tundra								33	Sharon Smith (ssmith@nrcan.gc.ca)
135	M049013ReindeerCh	Discontinuous	Canada	69.0179	-135.5129	20.00		Shrub Tundra			0.0	-1.0				35	Sharon Smith (ssmith@nrcan.gc.ca)
136	M049014Langley	Discontinuous	Canada	69.0832	-135.1360	20.00		Shrub Tundra			0.0	-1.0				35	Sharon Smith (ssmith@nrcan.gc.ca)
137	Norris Creek NC-01	Continuous	Canada	68.4066	-133.2901	8.75		Forest Tundra			0.3	239.0				35	Sharon Smith (ssmith@nrcan.gc.ca)
138	North Caribou Lake 1	Continuous	Canada	68.1475	-132.9328	5.00		Forest Tundra			2.3	25.9				40	Sharon Smith (ssmith@nrcan.gc.ca)
139	North Caribou Lake 2	Continuous	Canada	68.1470	-132.9319	5.00		Forest Tundra			2.3	25.9				40	Sharon Smith (ssmith@nrcan.gc.ca)
140	SD100	Discontinuous	Canada	67.9890	-134.4104	20.00		Coniferous Forest			0.2	3.5				38	Julian Kanigan (julian.kanigan@inac.gc.ca)
141	SD101	Discontinuous	Canada	67.9162	-134.3292	20.00		Coniferous Forest			1.1	324.3				35	Julian Kanigan (julian.kanigan@inac.gc.ca)
142	SD103	Discontinuous	Canada	67.9464	-134.2935	20.00		Forest Tundra			1.6	130.2				35	Julian Kanigan (julian.kanigan@inac.gc.ca)
143	SD103A	Discontinuous	Canada	67.9457	-134.3018	20.00		Coniferous Forest			1.1	13.7				35	Julian Kanigan (julian.kanigan@inac.gc.ca)
144	SD105	Discontinuous	Canada	67.9891	-134.2976	20.00		Coniferous Forest			1.1	257.1				35	Julian Kanigan (julian.kanigan@inac.gc.ca)
145	SD11	Discontinuous	Canada	67.8399	-134.7760	20.00		Forest Tundra			1.3	220.8				35	Julian Kanigan (julian.kanigan@inac.gc.ca)
146	SD117	Discontinuous	Canada	67.8774	-134.8431	20.00		Forest Tundra			0.0	315.2				35	Julian Kanigan (julian.kanigan@inac.gc.ca)
147	SD118	Discontinuous	Canada	67.8702	-134.7487	20.00		Forest Tundra			0.0	-1.0				35	Julian Kanigan (julian.kanigan@inac.gc.ca)
148	SD119	Discontinuous	Canada	67.8689	-134.7542	20.00		Forest Tundra			0.0	-1.0				35	Julian Kanigan (julian.kanigan@inac.gc.ca)
149	SD13	Discontinuous	Canada	67.8545	-134.7871	20.00		Coniferous Forest			0.3	160.3				35	Julian Kanigan (julian.kanigan@inac.gc.ca)
150	SD13A	Discontinuous	Canada	67.8547	-134.7857	20.00		Forest Tundra			1.0	179.1				35	Julian Kanigan (julian.kanigan@inac.gc.ca)
151	SD99	Discontinuous	Canada	67.9888	-134.3856	20.00		Coniferous Forest			0.0	-1.0				35	Julian Kanigan (julian.kanigan@inac.gc.ca)
152	Swimming Pt1 91GSC1	Discontinuous	Canada	69.1083	-134.3989	30.00	Shrub Tundra	Shrub Tundra	1.0	135.0	2.1	240.0	no disturbance		Helicopter or snowmobile. Winter road	71	Mark Nixon (mnixon@gsc.nrcan.gc.ca)
153	Swimming Pt2 91GSC2	Discontinuous	Canada	69.1097	-134.3806	30.00	Other (no description)	Shrub Tundra	0.0		0.5	299.2	Small shallow pond	East Channel	Helicopter or snowmobile. Winter road	80	Mark Nixon (mnixon@gsc.nrcan.gc.ca)
154	Swimming Pt5 91GSC5	Discontinuous	Canada	69.1086	-134.3481	30.00		Shrub Tundra	3.0	270.0	0.0	-1.0	no disturbance		Helicopter or snowmobile. Winter road	69	Mark Nixon (mnixon@gsc.nrcan.gc.ca)
